category,title,url,timestamp,articles
Asia,"Man charged in Malaysia with murder, sodomy of 9-month-old baby",https://www.channelnewsasia.com/news/asia/malaysia-man-charged-murder-sodomy-9-month-old-infant-14794864,1620814682,"KUALA LUMPUR: A 36-year-old man was charged in Malaysia on Wednesday (May 12) with murdering and sodomising a baby. The nine-month-old boy was being cared for by Mohamed Badruldin Mohamed’s wife, who was the baby's nanny. Police on Tuesday said Mohamed Badruldin sodomised the baby on Apr 27 while his wife was cleaning the living room. A postmortem found bruises on the baby’s mouth, said Petaling Jaya district police chief Mohamad Fakhrudin Abdul Hamid. The man, who was under the influence of drugs, is believed to have cupped the baby's mouth, likely causing the boy to suffocate. “During the incident, the female suspect was cleaning the living room and had left the baby alone with her husband in a locked room for two hours before finding the baby unconscious,"" said the district police chief in a press conference on Tuesday.  “The victim was taken to the hospital for treatment by the husband who admitted to being the caretaker of the baby,” he added. Following a report received from a medical officer, police on Apr 29 arrested the couple, who tested positive for drugs. For the first offence, the man was charged with murdering the baby under Section 302 of the Penal Code which carries a mandatory death sentence upon conviction. For the second offence, he was accused of carrying out intercourse against the order of nature on the baby. If found guilty of this offence, he faces between five and 20 years in jail and caning. The man, who was not represented in court, nodded his head for the murder charge and pleaded not guilty to the charge of sodomising the baby. His wife will act as a prosecution witness and charged under Section 15(1)(a) of the Dangerous Drugs Act 1952, said Mohamad Fakhrudin on Tuesday."
Singapore,Brother linked to sister's death: Two more charged with grievously hurting teenager,https://www.channelnewsasia.com/news/singapore/clementi-west-death-brother-sister-wooden-pole-two-more-charged-14794038,1620797967,"SINGAPORE: Two more people have been charged with causing grievous hurt to a 19-year-old girl who died, a week after the victim’s brother was linked to her death. Chee Mei Wan, a 41-year-old Singapore permanent resident, and 62-year-old Lim Peng Tiong were charged on Wednesday (May 12) with voluntarily causing grievous hurt to Ms Huang Baoying by hitting her with a wooden pole. Court documents did not specify the relationship between Chee, Lim and Ms Huang. Ms Huang’s brother, 29-year-old Huang Bocan, had his charge amended. He is now accused of sharing a common intention with Chee and Lim to cause grievous hurt to his sister by hitting her with the pole. The incident is said to have occurred at about 11pm on May 4 at Block 602 Clementi West Street 1. Police previously said they were alerted to the unnatural death at 6.30am the next day and arrived to find Ms Huang dead. If convicted, the trio could be jailed for up to 10 years and fined or caned."
Singapore,Man charged with stabbing his father with a 'sharp instrument' after dispute,https://www.channelnewsasia.com/news/singapore/son-attack-father-dispute-multiple-injuries-commonwealth-14792330,1620783182,"SINGAPORE: A man was charged on Wednesday (May 12) with attacking his father with ""a sharp instrument"" and leaving stab wounds on him. Prasanth Saravanan, 21, was given one charge of voluntarily causing hurt to his father by means of a sharp instrument. The alleged incident occurred at 11.23pm on May 10 at a pavement between Blocks 26 and 27 in Ghim Moh Link. The court heard that Prasanth has pending charges for fraud, and had been arrested for failing to attend court under a section of the penal code for breach of home leave under the prison's mandatory aftercare scheme. No bail was offered to him. According to an earlier police statement, they were alerted to a case where a 41-year-old man was attacked by his son and suffered multiple injuries. The victim was taken conscious to hospital but his son left the scene before the police arrived. Preliminary investigations suggest that both men had a dispute before the incident. The accused was identified and arrested within four hours of the reported incident. If convicted of voluntarily causing hurt by dangerous means, he could be jailed up to seven years, fined, caned, or given any combination of these penalties."
Singapore,Singapore police arrest man and woman over death of newborn baby in Taiwan 2 years ago,https://www.channelnewsasia.com/news/singapore/singapore-couple-arrested-newborn-baby-death-taiwan-2019-dna-14788822,1620744775,"SINGAPORE: The Singapore police have arrested a man and a woman over their suspected involvement in the death of a newborn baby in Taiwan two years ago. The man and woman, both 25, were arrested on Apr 28, the Singapore Police Force (SPF) told CNA in response to queries. SPF said it received a request for assistance from Taiwanese authorities after a newborn baby was found dead at a waste management facility in Taipei on Feb 26, 2019. “Since then, the police have been working with the Taiwanese authorities to review the evidence and have commenced investigations,” said SPF. “We are unable to comment further as investigations are ongoing.” BABY'S BODY FOUND IN BLACK PLASTIC BAG Taiwan police told CNA in March 2019 that the Singaporean couple flew into Taiwan on Feb 19, 2019 and left on Feb 26, 2019. The body of the baby girl was found in a black plastic bag by a recycling company employee, who had discovered it while sorting through rubbish collected from across Taipei, local reports said in 2019. Investigations showed that the baby was originally dumped into a kitchen waste basket in central Taipei's Ximending district. CCTV footage showed that a man had thrown the bag into the bin. Tests have determined that the bloodstains found in the Taipei hotel room reportedly booked by the Singaporean couple are a match to the DNA of the baby, Taiwan police told CNA in March 2019. The couple were placed on a wanted list by Taiwanese authorities in February this year, Lianhe Zaobao reported."
Singapore,"Police arrest man who allegedly used racial slurs, kicked woman in Choa Chu Kang",https://www.channelnewsasia.com/news/singapore/police-arrest-man-racial-slurs-kicked-indian-woman-mask-14787558,1620728973,"SINGAPORE: A 30-year-old man has been arrested after a 55-year-old woman was allegedly assaulted and subjected to racial slurs while walking along Choa Chu Kang Drive last week. The man, who is of Chinese ethnicity, was arrested “for public nuisance, uttering words with intent to wound the racial feelings of others and voluntarily causing hurt”, the Singapore Police Force (SPF) said on Tuesday (May 11). The woman, who is of Indian ethnicity, was walking along a walkway at Choa Chu Kang Drive at about 8.45am on May 7 when she was confronted by a Chinese couple to wear her mask properly, the SPF said in a news release. “She purportedly got into a verbal exchange with the man. The man allegedly uttered an offensive racial remark and assaulted her, causing her to fall to the ground,” the police said. The couple then left the scene and the woman was assisted by a member of the public. Investigations are ongoing, said the police. The case had prompted comments on Facebook from Prime Minister Lee Hsien Loong and several other ministers on Monday. Minister for Law and Home Affairs K Shanmugam also spoke in Parliament on Tuesday about the incident. If found guilty of public nuisance, the man could be jailed for up to three months, fined up to S$2,000, or both. For uttering words with deliberate intent to wound the racial feelings of any person, the punishment is an imprisonment term of up to three years, a fine, or both. The offence of voluntary causing hurt carries an imprisonment term of up to three years, a fine of up to S$5,000, or both. ""The police take a serious view of such acts that have the potential to damage racial harmony in Singapore,"" said SPF. ""Any person who makes remarks or takes action that can cause ill-will and hostility between the different races will be dealt with swiftly and in accordance with the law,"" it added."
Singapore,"Man who evaded payment for massages, facials, ear wax removal gets jail",https://www.channelnewsasia.com/news/singapore/man-who-evaded-payment-for-massages-facials-ear-wax-removal-gets-14787320,1620725975,"SINGAPORE: A man went for beauty treatments including a shave, blackhead removal and ear wax services worth hundreds of dollars despite knowing that he could not pay for them. Raymond Kang Han Tiong, 40, was given nine months and two weeks' jail on Tuesday (May 11) for four counts of cheating, with another three charges taken into consideration. He will have to serve an additional enhanced sentence of 237 days' jail as he was on remission for previous offences when he reoffended. The court heard that Kang was released from prison on Jul 30, 2020 but was placed on remission for previous offences that include cheating. He began reoffending soon after his release. On the night of Aug 9, 2020, he boarded a taxi with a female friend at 100 Upper Cross Street. He got the driver to drop his friend off before continuing the journey to his home. The total fare was S$31.50. Kang left his NRIC behind with the cabby, promising to return to make payment but failed to do so. The taxi driver later called the police. On Sep 13, 2020, Kang visited Ruby Beauty Centre at The Bencoolen in the Rochor area. Kang ordered services worth S$956 at the shop: A collagen recharge facial treatment for S$278, facial hair shaving for S$138 and blackhead removal for S$540. After the services were rendered, Kang gave various excuses and said he could not pay, requesting to pay another time. He never paid the victim. On Oct 4, 2020, Kang visited a shop called Yan Mei Shan along Jalan Sultan and ordered a 60-minute foot massage and a 90-minute body massage with essential oils for S$140. When it was time to make payment, Kang again said he did not have money to do so. A friend of his paid the shop on his behalf the next day. That same night on Oct 4, 2020, Kang went to a hair salon in Geylang Road and asked for a S$7 hair cut, a S$15 ear-waxing service and a S$48 hair treatment. After he received the services, he said he did not have the money and could not pay for them. He was eventually arrested and later remanded.  RECALCITRANT OFFENDER: PROSECUTOR Deputy Public Prosecutor Sean Koh asked for at least 10 months' jail and an enhanced sentence of 237 days. He said Kang is a recalcitrant offender with convictions dating back to 1998. He had committed similar cheating offences in 2018 by going to various karaoke lounges and ordering packages he could not afford. His lawyer asked for a lower sentence, saying that it should still not be ""too far off"" from similar cases of this nature, but the judge agreed with the prosecution's position, saying that Kang has ""a lot"" of past convictions. For each count of cheating, he could have been jailed for up to three years, fined, or both. Because he committed the offences while on remission, he was liable for enhanced sentences."
Singapore,"Former SingPost senior vice-president charged with seeking S$1m bribe, cheating company of S$15,000 salary",https://www.channelnewsasia.com/news/singapore/singpost-senior-vice-president-bribe-salary-14786490,1620715376,"SINGAPORE: A former senior vice-president at Singapore Post was charged in court on Tuesday (May 11) with cheating the company into giving him a monthly salary of S$15,000 for more than four years with fake job application documents. Liang An Wey, 46, is also accused of attempting to seek a bribe of S$1 million from the chief operating officer of a subcontractor for construction works for SingPost. Liang was given a charge each of corruptly obtaining to gain gratification and of cheating SingPost. According to charge sheets, Liang submitted false information about his past employment and salary when applying for a job at SingPost. He claimed that he had been employed by GSM Holdings between 2012 and June 2013 for a salary of S$14,500. SingPost was deceived into delivering a monthly salary of S$15,000 to Liang for four years and eight months, or a total of S$840,000. Liang was also accused of trying to get a bribe from the chief operating officer of Bintai Kindenko in March 2015. He allegedly asked for the bribe in return for recommending Bintai as a preferred subcontractor for certain works in the construction of SingPost Centre Retail Mall Redevelopment and the SingPost Office Asset Enhancement Initiative. In response to queries from CNA, a spokesperson for SingPost said the company was alerted to Liang's ""activities"" by the relevant authorities in 2017 and gave its full assistance in investigations. ""SingPost had also conducted its own internal inquiry, and dismissed him in April 2018,"" he said. Liang will return to court in June. If convicted of corruption, he can be jailed up to five years, fined up to S$100,000, or both. He could be jailed up to 10 years and fined if convicted of cheating."
Singapore,"Former BP director jailed, ordered to pay more than S$6 million for taking bribes",https://www.channelnewsasia.com/news/singapore/bp-corruption-clarence-chang-koh-seng-lee-pacific-prime-trading-14785880,1620710226,"SINGAPORE: A former director of BP Singapore was jailed for 54 months and ordered to pay a penalty of about S$6.22 million on Tuesday (May 11) for taking bribes. Clarence Chang Peng Hong had suggested that Koh Seng Lee set up Pacific Prime Trading, a petroleum and petroleum products wholesaler, to be a trading counterpart of BP. This was ""on the understanding that Chang would advance the business interest of (Pacific Prime Trading) with BP and would therefore be entitled to payments in return"", said the Corrupt Practices Investigation Bureau (CPIB) in a press release. Between July 2006 and July 2010, Koh, the executive director of Pacific Prime Trading, gave US$3.95 million (S$5.2 million) to Chang pursuant to their agreement. Koh also agreed to give Chang S$500,000 as a form of investment into an education business franchise that Chang's wife was involved in. Chang and Koh were convicted of corruption in July last year. On Monday, Koh was also sentenced to 54 months' imprisonment. Chang, who was BP's former eastern regional director for marine fuels, separately faces money laundering charges. He allegedly transferred almost S$4.7 million worth of corrupt proceeds from an HSBC bank account in Hong Kong to a POSB account and two other HSBC accounts in Singapore. Chang is suspected of converting nearly S$4 million to buy three private landed properties and two condominium apartments. That amount was wholly or partially the direct or indirect benefits of corrupt proceeds, said CPIB. He was also charged with converting S$111,000 worth of corrupt proceeds to acquire share capital in a pre-school. The money laundering charges were stood down for the purpose of the corruption trial and will be dealt with subsequently, said CPIB. Any person who is convicted of a corruption offence in Singapore can be jailed for up to five years, fined up to S$100,000 or both. Anyone guilty of accepting gratification can also be ordered to pay a penalty equal to the amount of that gratification. Those convicted of a money laundering offence can be jailed for up to seven years, fined up to S$500,000 or both. ""To avoid falling victim to dishonest practices by rogue employees seeking personal gains, companies are strongly advised to put in place robust procedures in areas such as procurement and internal audit,"" said CPIB. Companies can refer to CPIB's guidance on measures to prevent corruption, and are strongly encouraged to obtain certification on anti-bribery management systems, said the bureau."
Singapore,Man admits repeatedly molesting barber as she cut his hair in dormitory,https://www.channelnewsasia.com/news/singapore/dormitory-worker-admits-repeatedly-molesting-barber-14785902,1620709049,"SINGAPORE: A man repeatedly molested a female barber who was cutting his hair at an in-house shop in a foreign workers' dormitory. Indian national Wilson Selvanson, 32, pleaded guilty on Tuesday (May 11) to two counts of outraging the barber's modesty. Another two similar charges will be considered in sentencing. The court heard that Selvanson worked as a welder and stayed at a dormitory. The address was redacted from court documents to protect the victim's identity. The victim was working at the barber shop on Jan 2, 2021, when Selvanson walked in. He said he wanted a hair cut and was told to wait his turn. At about 8pm, he sat in the barber's chair and the victim asked him how he wished to have his hair cut. He gestured that he wanted his hair cut short. As the woman began cutting his hair, Selvanson began asking her personal questions such as her age and whether she could remove her face mask as he wanted to see her face. As she cut Selvanson's hair, he reached out and rubbed her buttock before sliding his hands into her jeans. The woman told him to stop and he withdrew his hand, but asked her: ""Is there a problem?"" The victim was scared but continued to cut his hair. Selvanson then reached under her apron and unbuttoned her jeans before molesting her. Shocked, the victim immediately knelt down and backed away from Selvanson, pleading with him to stop and said she was scared. Selvanson then paid her S$6 for the haircut and asked for her mobile number, but the woman refused. She reported the matter to her supervisor and to the police. Selvanson was subsequently identified with the aid of closed-circuit television footage and dorm management records and was arrested. The prosecution has called for a year's jail and three strokes of the cane. The judge adjourned the case for sentencing and mitigation to a later date. For outraging the victim's modesty, Selvanson could be jailed for up to two years, fined, caned, or given a combination of these punishments."
Asia,2 face trial as China enforces online control amid pandemic,https://www.channelnewsasia.com/news/asia/china-internet-censorship-cai-wei-chen-mei-terminus2049-14784990,1620698262,"TAIPEI: More than a year after two amateur computer coders were taken by police from their Beijing homes, they are set to be tried on Tuesday (May 11) in a case that illustrates the Chinese government's growing online censorship and heightened sensitivity to any deviation from the official narrative on its COVID-19 response. Authorities have not said specifically why Chen Mei, 28, and Cai Wei, 27, were arrested in April last year, so friends and relatives can only guess. They believe it was because the two men had set up an online archive to store articles deleted by censors and a related forum where users could skirt real-name registration requirements to chat anonymously. Started in 2018, the archive kept hundreds of censored articles and the forum saw discussions on sensitive issues including the anti-government protests in Hong Kong and complaints about the ruling Communist Party. But what got them in trouble with authorities appears to be archiving articles showing an alternative to China's official narrative about its pandemic response just as the country started facing questions over its handling of the initial outbreak. In keeping the censored articles and providing a place for them to be discussed, the two run afoul of increasingly strict regulations in an already stifling online environment under President Xi Jinping. Just last year hundreds were prosecuted for online speech. Chen and Cai are being prosecuted under a catch-all charge of ""stirring up trouble and picking quarrels"". Chen's older brother, Chen Kun, said the court appointed lawyer notified family last week that their case would be heard on Tuesday. In January last year, the two began archiving articles about a mysterious new illness circulating in Wuhan. For Cai, who is from the area and could not go home to see his family for the Chinese New Year holiday, the news was particularly upsetting. ""A lot of things happened in China then that made us very upset, and he may have been affected by that,"" said his girlfriend, Tang Hongbo. She was also detained but released after 23 days when it became clear she did not know much about the project. ""Every day we were looking at the Internet, and we were all in this tragic mindset."" Xi has made cyberspace governance a priority, and under his direction, the government created its own model to manage the challenges and opportunities of the Internet. China eliminated online anonymity by requiring people to register under what is known as the real name system starting in 2016. Social media accounts are linked to a mobile phone number, which is tied to an individual’s national ID number. A Chinese activist, using court and government records and media reports, tallied more than 750 prosecutions for web speech in 2020 in an online database and posted on a Twitter account named SpeechFreedomCN. He said he runs the database anonymously out of fear of retribution. A friend of Cai, who declined to be named out of fear of retribution, said Cai had grown frustrated with the censorship regime. In response, he and Chen launched the Terminus2049 archive and 2049bbs forum in 2018 as a ""public platform of free exchange"", Cai wrote in a welcome post. ""It's not just the 'real name' system – the deletions of posts, the bans, have reached a point that’s really shocking domestically,"" Cai wrote in another 2018 post. ""When you have to worry about whether you have touched a sensitive keyword in any post you write, how can you really have the brave desire to express yourself?"" On the forum, Cai wrote about movies, music and books he liked. Others discussed more sensitive topics. It was a place to speak without worrying about having posts deleted or getting one's account banned. It did not require a phone number to register, or even an email address. Chen was more low-key but similarly chafed against the censorship system. ""He wants information to flow. He wants quality information to flow freely,"" said Chen Kun, his older brother. ""We have this type of value deep in our bones, the independence of discourse on the Internet and the free transmission of information.""  Cai and Chen met in 2011 at a summer camp hosted by Liren College, a socially conscious educational program. Both self-taught coders, they first started cooperating on a project to archive all the lectures and information from the summer camps, said a friend of both, who spoke on condition of anonymity out of fear of retribution. Authorities shut down Liren in 2014. Terminus2049 primarily housed articles that had been deleted from Wechat and Weibo, popular social media platforms that are subject to regular algorithmic and human censorship. While similar databases existed, most were blocked in China. Terminus2049 was available on Github, a code sharing platform that is not blocked. The topics the archived articles touched on were broad, but they shared a focus on social issues. One was concerned about the expulsion of migrant workers from Beijing after a fire, while another shared questions about a company that falsified data on rabies vaccines. It was only after Cai and Chen got arrested that their families found out from friends and peers what the two had been working on. They suspect that pandemic-related content triggered the arrests, in part because in the weeks before and after their detention, police questioned acquaintances about what the two had done during the outbreak. ""They were told that Chen Mei has family members abroad, has provided foreign organisations with information about the pandemic and is basically handing a knife over to the enemy,"" said Chen Kun, who now lives in France. Police in Beijing did not respond to a faxed request for comment and court-appointed lawyers did not respond to phone calls. Citizen journalist Zhang Zhan also fell afoul of the law after reporting from Wuhan in the early days of the outbreak. She received a four-year sentence in December. The 2049bbs forum, which never had major reach, is now blocked in China. Yet the discussions continue and the records of the forum live on in a site called 2047, set up by a self-described ""person who walks the same path"" and some members of the old forum. Cai's father, who has not seen his son in more than a year, still cannot understand how his son ran afoul of the authorities. ""He didn't say anything bad. He didn't try to organise some protests,"" Cai Jianli said. ""How did this become picking quarrels and stirring up trouble?"""
Singapore,PM Lee Hsien Loong and other ministers speak out against racism after alleged attack,https://www.channelnewsasia.com/news/singapore/lee-hsien-loong-ministers-alleged-racism-man-racial-slur-kick-14782276,1620660059,"SINGAPORE: Prime Minister Lee Hsien Loong and other ministers spoke out on Monday (May 10) against racism in Singapore. It comes after a man allegedly used racial slurs and kicked a 55-year-old woman for not wearing a mask while she was brisk walking. Police investigations are ongoing. Mr Lee said he is confident that the police will establish the facts and bring the perpetrator to justice. ""It goes against everything that our multiracial society stands for, and the mutual respect and racial harmony that we hold so dear. It harms our international reputation more than we realise,"" he said. Minister for Sustainability and the Environment Grace Fu said in a Facebook post referencing the alleged attack that while COVID-19 has brought out the best in people in difficult situations, discriminatory behaviour and ""even violent xenophobic attacks"" stemming from fear and intolerance have also been witnessed around the world. ""Let us not allow such behaviour to take root here,"" she said. ""As we battle this unprecedented pandemic, it is more important than ever for our communities to band together and foster stronger cohesion."" Minister for Transport Ong Ye Kung shared Ms Fu's Facebook post. ""It is only by standing together that we can beat this virus. Discrimination and racism (are) worse than the virus,"" said Mr Ong. Minister in the Prime Minister's Office Tan See Leng, who also shared Ms Fu's post, said that the ""angst and apprehension"" during the COVID-19 crisis should not be allowed to divide and overcome people. ""We are better than this,"" he added."
Singapore,Former recruiter given jail for using NRIC details of 207 people to redeem masks,https://www.channelnewsasia.com/news/singapore/former-recruiter-contact-tracer-jail-nric-redeem-207-masks-14780690,1620639300,"SINGAPORE: A contact tracer used NRIC details he had retained from his previous job as a recruiter to illegally redeem 207 reusable face masks given out by the People's Association (PA) at the height of the COVID-19 pandemic. Emerson Goh Shou En, 32, was given seven months and six weeks' jail and a fine of S$3,000 by a court on Monday (May 10). He pleaded guilty to three charges of cheating the PA, retaining the personal information of 384 people, and leaving his house during the ""circuit breaker"" period to redeem the masks. Another two charges were considered in sentencing. The court heard that Goh was a contact tracer with NTUC FairPrice at the time of the offences. Before that, he was a recruiter with five companies between 2013 and 2020, publishing job openings and advertisements online to look for suitable candidates. Individuals would send him resumes with scanned copies of their National Registration Identity Cards (NRIC) as part of their job applications. Throughout his career in recruiting, Goh did not tell the applicants that he would retain and use the scanned copies of their NRICs for purposes beyond the job applications. In May 2020, the PA began a third round of a nationwide mask collection exercise as part of efforts to provide residents with enough face masks during the pandemic. From May 26 to Jun 14 last year, Singapore residents could collect one reusable mask each from designated vending machines across the country. The machines were automated and allowed people to collect face masks by scanning the barcode on their NRIC, birth certificate or any other Government-issued identification containing a barcode. No further verification was required after the barcode was scanned, and one face mask was issued per NRIC number. On May 26, 2020, Goh used his NRIC to collect his mask from a vending machine at Changi Simei Community Club. Goh realised that there was no further verification required beyond scanning the barcode on his NRIC. He then decided to scan the barcodes on the copies of NRICs belonging to job applicants he had in his phone to redeem more masks. Goh returned to the vending machines at the community club three times between 11.37pm on May 26, 2020 and 6.15pm on May 27, 2020, wearing a white cap to hide his face on two of the occasions. He used NRIC details belonging to 207 people and redeemed the corresponding number of face masks worth S$2,049.30 in total. The constituency director of Changi Simei CC lodged a police report on May 28, 2020, saying that an unidentified man was captured on closed-circuit television collecting reusable face masks from the vending machines. Between May 30, 2020 and Jun 3, 2020, six police reports were lodged by victims saying they could not collect their Government-issued face masks as they had already been redeemed by someone else. The prosecutor called for at least seven months and six weeks' jail and a fine of S$3,000, saying that the case involves exploitation of Government-run automated vending machines that were introduced for greater convenience to Singapore residents. ""Importantly, these face masks were meant for other Singapore citizens seeking to protect themselves and their loved ones from the COVID-19 pandemic,"" said Deputy Public Prosecutor Yeow Xuan. ""A deterrent sentence is therefore warranted to deter like-minded persons who may be emboldened to exploit future government distribution exercises that are digitised for the convenience of the community.""  THERE WERE ENOUGH MASKS AT THAT TIME: LAWYER Goh's lawyer Riko Isaac said this was an ""opportunistic crime"" and that his client was ""just making use of information that he had with him at that point in time"". He said Goh did not sell or leak the NRIC information for profit or to cause damage, and had withdrawn the face masks ""during a time where there was no shortage of face masks"". Goh did not take the masks to sell at inflated prices, but instead wanted to protect himself from COVID-19, said the lawyer. Mr Isaac also said PA did not suffer a loss as the masks were recovered from Goh's home. He highlighted Goh's obsessive-compulsive disorder, which results in frequent hand-washing, long baths and using inordinate amounts of soap to wash his hands, but accepted that no contributory or causal link was found between his condition and the offences. ""I will highlight that only six people lodged police reports,"" said Mr Isaac. ""When he went to withdraw the masks, many Singaporeans already purchased masks of their own and this was part of a later Government exercise. By this time there was no shortage of masks."" The judge said there was a need to deter like-minded offenders who might want to exploit such Government distribution exercises, and noted that an Institute of Mental Health report found that Goh was not of unsound mind."
Singapore,"Former UOB, OCBC bank employee jailed for cheating 7 people of nearly S$2 million",https://www.channelnewsasia.com/news/singapore/former-uob-ocbc-bank-employee-jailed-cheating-million-wealth-14780518,1620635466,"SINGAPORE: A former employee at two banks was given seven years' jail on Monday (May 10) for cheating seven people of almost S$2 million for fictitious wealth products. Han Delong, 34, was given the jail term after pleading guilty to 27 charges, including criminal breach of trust as an agent and cheating. Another 67 charges were considered in sentencing. The court heard that Han was a senior personal banker at United Overseas Bank (UOB) between August 2014 and December 2015, selling and marketing the bank's wealth products. He resigned from UOB in December 2015 and joined Oversea-Chinese Banking Corporation (OCBC) in March 2016. He was a premier relationship manager at OCBC until January 2017 and also sold the bank's wealth products. Because of his positions at both banks, Han enjoyed ""a close relationship"" with his former clients and victims, court documents said. Han began approaching former clients and promoting fixed deposits that were not actually offered by the respective banks. He cheated them into handing over sums ranging between S$20,000 and S$350,000 between February 2015 and May 2017. Several of the victims filed police reports, including one of Han's former UOB customers, who transferred S$350,000 to his personal account in February 2016 even though Han no longer worked at UOB at the time. Han issued the victim a forged letter printed with a UOB letterhead for the supposed UOB fixed deposit, and later issued another letter for a ""renewal"" of the fixed deposit. The Commercial Affairs Department uncovered a total of seven victims who had been cheated by Han of S$1,969,000 in total for fictitious fixed deposits or investment products purportedly offered by UOB or OCBC. Han dealt with the money in various ways, including transferring S$17,000 to his brother in February 2016 and transferring multiple batches of S$10,000 to a bank account he held jointly with his ex-girlfriend. He also spent S$11,899 in a cashier's order payable to Premium Automobiles, a car dealer, and transferred about S$20,000 to Singapore Pools. He used about S$350,000 he took from the victims to repay other victims. He has also since made restitution of S$275,000. The judge noted his early plea of guilt and accepted that Han was remorseful and has made partial restitution."
Singapore,Ministry of Law to maintain approach of naming accused people in sex crimes: Shanmugam,https://www.channelnewsasia.com/news/singapore/sex-crimes-accused-person-named-singapore-minlaw-shanmugam-14780042,1620628743,"SINGAPORE: The Ministry of Law will maintain its approach in naming those accused of sex crimes, said Minister of Law K Shanmugam on Monday (May 10). He was responding to a parliamentary question from Nominated Member of Parliament Tan Yia Swam about how media reports of ongoing trials of sex crimes are regulated and protecting medical professionals whose reputations are affected by coverage of such cases. ""The Ministry of Law has previously assessed whether the names of accused persons should not be published until they are convicted,"" said Mr Shanmugam in Parliament on Monday. Mr Shanmugam noted two approaches: Protecting the identity of accused persons until they are convicted with rules to grant anonymity to the accused in certain cases; and having open court proceedings where “all matters are out immediately”, which does not provide the courts with a general power to grant accused people anonymity to protect their reputations. “The downside in this second approach is that of course the reputation of accused persons is often irreparably damaged by the publicity arising from media coverage of an ongoing criminal trial, even if they are acquitted at the end of the day,"" he said. ""And I think Dr Tan's question probably arises from the trial of doctors and sex crimes, but this applies to all accused, a variety of cases."" Mr Shanmugam said: ""After assessments, we have decided to keep to our approach, which means that in general, accused persons are publicly tried and the verdict is publicly announced. That also allows unidentified victims of serial offenders, for example, to come forward and seek help. ""But I emphasise our position on this issue is, however, not set in concrete. We can also see the merits of shifting to some version of the first approach. So we will keep reviewing this while we are maintaining status quo."" Under the Ministry of Law's current approach, “there is anonymity given if it is required in public interest” in some circumstances, said the Law Minister. This includes protecting sensitive information related to national security, and the identities of young children or people and alleged victims of sexual or child abuse offences. “But the reason for doing that is to protect those vulnerable victims and children from being identified and give them a better life,"" said Mr Shanmugam. Noting that the courts have the power to prohibit the publication of the identity of the accused and impose some conditions on how the trial can be reported, Mr Shanmugam stressed that the media must also comply with these orders when covering the proceedings. “There are … pros and cons with both approaches, whether to allow or to prohibit the publication of names of accused persons until they are convicted. We will keep our position under review.”"
Singapore,Jail for man who pretended to rent condo unit that was later used by sex worker instead,https://www.channelnewsasia.com/news/singapore/jail-for-man-who-pretended-to-rent-condo-unit-that-was-later-14779768,1620623900,"SINGAPORE: In exchange for cash promised via an online advertisement, a man agreed to sign a tenancy agreement for a condominium unit he never intended to stay in. The unit was eventually used by a sex worker for vice, and she was nabbed during a police raid. Lin Fengchun, 26, was given four weeks' jail and a fine of S$400 on Monday (May 10) for one charge of cheating. Another two charges were taken into consideration. The court heard that Lin was in need of money in October 2019 when he came across an online ad seeking individuals to sign tenancy agreements on another person's behalf in exchange for quick cash. He responded to the ad, and a man identifying himself as ""Da Ge"" contacted Lin on WeChat. Da Ge said he was looking for a unit to rent, but could not as he held only a work permit. Lin agreed to help him rent various apartment units in exchange for payment. Da Ge later gave the address of a condo unit in the eastern part of Singapore to Lin, and arranged for Lin to meet the landlord's property agent on Oct 20, 2019. Lin met the property agent at the unit and pretended that he was working shifts as ground crew at Changi Airport. He said he had a girlfriend who was a flight stewardess and would stay over occasionally. After the agent spoke to the owner of the unit, the latter agreed to lease out the unit to Lin, believing he would be the tenant. Lin signed a tenancy agreement to rent the unit for 12 months from Nov 5, 2019, for a monthly rental of S$2,000. After he signed the agreement, Da Ge transferred 2,000 yuan (S$413) to him via WeChat as payment. On Da Ge's instructions, Lin left the tenancy agreement and keys to the unit inside the home before leaving with the main door unlocked. He did not stay at the unit at any point in time. On Apr 14, 2020, the police raided the unit and arrested a 35-year-old China national for providing sexual services inside the unit. Lin had cheated the owner of the unit into believing that he was renting it and that he would observe all covenants contained in the tenancy agreement, including that he would use it only as a private dwelling house and not for any immoral or illegal purpose. The prosecutor called for at least four weeks' jail and a fine of S$415, which was about the amount he received from Da Ge. Defence lawyer Tay Jing En, who took the case on under the Criminal Legal Aid Scheme, asked for a large fine of between S$5,000 and S$6,000 instead of a jail term. He said his client has no previous convictions and that there is ""no evidence that he knew what the unit he rented was to be used for"". ""I would also highlight that he has been issued with rather glowing testimonials particularly by his National Service commander,"" he said. He added that his client accepts that he ""acted foolishly, unthinkingly, stupidly even"" but said he did not do it maliciously. The judge granted him a deferment of his sentence to May 12. For cheating, Lin could have been jailed up to three years, fined, or both."
